crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year
LARCENY-FROM VEHICLE,162972141,10/23/2016,3424 PEACHTREE RD NE,208,North Buckhead,B,33.85153,-84.36486,10,23,2016
LARCENY-FROM VEHICLE,162972160,10/23/2016,1198 HOWELL MILL RD NW,203,Blandtown,D,33.78703,-84.41185,10,23,2016
BURGLARY-RESIDENCE,162972167,10/23/2016,970 MICHIGAN AVE NW,105,Washington Park,K,33.75858,-84.41931,10,23,2016
ROBBERY-PEDESTRIAN,162972192,10/23/2016,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795,10,23,2016
LARCENY-FROM VEHICLE,162972225,10/23/2016,227 COURTLAND ST NE,509,Downtown,M,33.760670000000005,-84.38354,10,23,2016
AUTO THEFT,162972240,10/23/2016,I-75/85 SB/I-20,304,Peoplestown,V,33.72803,-84.3854,10,23,2016
LARCENY-NON VEHICLE,162972251,10/23/2016,486 PONCE DE LEON AVE NE,506,Midtown,E,33.773790000000005,-84.37122,10,23,2016
ROBBERY-PEDESTRIAN,162972369,10/23/2016,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.753809999999994,-84.47425,10,23,2016
LARCENY-FROM VEHICLE,162972376,10/23/2016,333 NELSON ST SW,507,Castleberry Hill,M,33.75158,-84.39883,10,23,2016
ROBBERY-PEDESTRIAN,162972382,10/23/2016,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71484,-84.38975,10,23,2016
AGG ASSAULT,162941611,10/23/2016,156 RHODESIA DR,307,Lakewood Heights,Y,33.70752,-84.38319,10,23,2016
AGG ASSAULT,162960003,10/22/2016,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38786999999999,10,22,2016
AGG ASSAULT,162960018,10/22/2016,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,10,22,2016
LARCENY-FROM VEHICLE,162960038,10/22/2016,1098 WASHITA AVE NE,602,Inman Park,N,33.76336,-84.35231999999999,10,22,2016
LARCENY-FROM VEHICLE,162960047,10/22/2016,346 COPENHILL AVE NE,602,Inman Park,N,33.76382,-84.3574,10,22,2016
ROBBERY-PEDESTRIAN,162960084,10/22/2016,748 SHELTON AVE SW,301,Adair Park,V,33.734320000000004,-84.41226999999999,10,22,2016
LARCENY-NON VEHICLE,162960100,10/22/2016,1619 N OLYMPIAN WAY SW,404,Westview,T,33.736470000000004,-84.4408,10,22,2016
AUTO THEFT,162960103,10/22/2016,1265 CENTRA VILLA DR SW,409,Adams Park,R,33.72076,-84.4526,10,22,2016
AUTO THEFT,162960146,10/22/2016,748 10TH ST NW,501,Home Park,E,33.78406,-84.41206,10,22,2016
AUTO THEFT,162960195,10/22/2016,117 WESLEY AVE NE,609,Edgewood,O,33.75672,-84.33719,10,22,2016
LARCENY-FROM VEHICLE,162960197,10/22/2016,1150 TUMLIN ST NW,501,Home Park,E,33.785940000000004,-84.40075,10,22,2016
LARCENY-FROM VEHICLE,162960415,10/22/2016,855 JUNIPER ST NE,505,Midtown,E,33.77803,-84.38159,10,22,2016
ROBBERY-PEDESTRIAN,162960512,10/22/2016,70 W PACES FERRY RD NW,206,Peachtree Heights West,B,33.839909999999996,-84.38181999999999,10,22,2016
LARCENY-FROM VEHICLE,162960647,10/22/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.825070000000004,-84.35804,10,22,2016
AUTO THEFT,162960725,10/22/2016,161 PEACHTREE CENTER AVE NE,510,Downtown,M,33.75889,-84.38596,10,22,2016
AUTO THEFT,162960841,10/22/2016,2174 MONTEREY DR NW,205,Springlake,C,33.814679999999996,-84.41415,10,22,2016
BURGLARY-NONRES,162960920,10/22/2016,3003 PIEDMONT RD NE,211,Peachtree Park,B,33.8365,-84.3679,10,22,2016
LARCENY-NON VEHICLE,162960929,10/22/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,10,22,2016
BURGLARY-NONRES,162960950,10/22/2016,1460 BOULEVARD SE,607,Benteen Park,W,33.71437,-84.36832,10,22,2016
BURGLARY-RESIDENCE,162960974,10/22/2016,2500 BENJAMIN E MAYS DR SW,406,Cascade Heights,I,33.72383,-84.46996,10,22,2016
LARCENY-FROM VEHICLE,162960983,10/22/2016,528 LYNCH,505,Marietta Street Artery,E,33.77689,-84.40807,10,22,2016
BURGLARY-NONRES,162961001,10/22/2016,2642 METROPOLITAN PKWY SW,309,Perkerson,X,33.6824,-84.40765999999999,10,22,2016
BURGLARY-RESIDENCE,162961036,10/22/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,10,22,2016
LARCENY-NON VEHICLE,162961077,10/22/2016,655 LAMBERT DR NE,212,Morningside/Lenox Park,F,33.81116,-84.36516999999999,10,22,2016
LARCENY-NON VEHICLE,162961128,10/22/2016,803 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73832,-84.41436,10,22,2016
LARCENY-NON VEHICLE,162961137,10/22/2016,3255 PEACHTREE RD NE,208,Peachtree Park,B,33.84391,-84.37083,10,22,2016
LARCENY-FROM VEHICLE,162961264,10/22/2016,715 PEACHTREE ST NE @HOWELL HOUSE,505,Midtown,E,33.774,-84.38412,10,22,2016
ROBBERY-PEDESTRIAN,162961296,10/22/2016,1849  BAYBERRY DR SW,408,Venetian Hills,S,33.71621,-84.44827,10,22,2016
BURGLARY-RESIDENCE,162961327,10/22/2016,930 KINGS GRANT DR NW,112,Collier Heights,I,33.77871,-84.48084,10,22,2016
LARCENY-FROM VEHICLE,162961329,10/22/2016,1133 HUFF RD NW,203,Blandtown,D,33.78909,-84.42518000000001,10,22,2016
LARCENY-NON VEHICLE,162961382,10/22/2016,160 SPRING ST NW,508,Downtown,M,33.758959999999995,-84.39003000000001,10,22,2016
LARCENY-FROM VEHICLE,162961384,10/22/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,10,22,2016
LARCENY-NON VEHICLE,162961388,10/22/2016,2424 MARTIN L KING JR DR SW,405,Florida Heights,I,33.751709999999996,-84.46706999999999,10,22,2016
LARCENY-NON VEHICLE,162961464,10/22/2016,4520 CAMPBELLTON RD SW,413,Arlington Estates,P,33.69547,-84.53563,10,22,2016
BURGLARY-RESIDENCE,162961506,10/22/2016,957 BURNS DR SW,306,Sylvan Hills,X,33.712140000000005,-84.4196,10,22,2016
LARCENY-FROM VEHICLE,162961528,10/22/2016,I-75-85 NB EXPY SW / UNIVERSITY AVE SW,302,Pittsburgh,V,33.722120000000004,-84.3946,10,22,2016
LARCENY-FROM VEHICLE,162961537,10/22/2016,290 MARGARET ST SE,305,Lakewood Heights,Y,33.71257,-84.37897,10,22,2016
LARCENY-NON VEHICLE,162961548,10/22/2016,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.849109999999996,-84.37075,10,22,2016
LARCENY-FROM VEHICLE,162961566,10/22/2016,2630 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75377,-84.47405,10,22,2016
LARCENY-FROM VEHICLE,162961593,10/22/2016,200 EDGEWOOD AVE NE,510,Downtown,M,33.75479,-84.38101999999999,10,22,2016
ROBBERY-PEDESTRIAN,162961602,10/22/2016,1925 MONROE DR NE,212,Piedmont Heights,F,33.808040000000005,-84.37411999999999,10,22,2016
LARCENY-FROM VEHICLE,162961655,10/22/2016,888 3RD ST NW,504,Marietta Street Artery,E,33.77918,-84.40915,10,22,2016
LARCENY-FROM VEHICLE,162961696,10/22/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,10,22,2016
AUTO THEFT,162961741,10/22/2016,60 PASCHAL BLVD NW,102,Vine City,L,33.75783,-84.41419,10,22,2016
LARCENY-FROM VEHICLE,162961762,10/22/2016,98 CONE ST NW,508,Downtown,M,33.75741,-84.3909,10,22,2016
LARCENY-FROM VEHICLE,162961802,10/22/2016,2520 MEMORIAL DR SE @WHITEFORD BAPTIST,611,East Lake,O,33.74752,-84.30454,10,22,2016
AGG ASSAULT,162961814,10/22/2016,2285 METROPOLITAN PKWY SW,309,Perkerson,X,33.69195,-84.4086,10,22,2016
AUTO THEFT,162961852,10/22/2016,479 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.7638,-84.40349,10,22,2016
BURGLARY-RESIDENCE,162961885,10/22/2016,1597 BRIDGEPORT DR NW,113,Lincoln Homes,G,33.79869,-84.47699,10,22,2016
LARCENY-FROM VEHICLE,162961889,10/22/2016,1300 NORTHSIDE DR NW,501,Home Park,E,33.78301,-84.40746999999999,10,22,2016
LARCENY-NON VEHICLE,162961969,10/22/2016,851 DONALD LEE HOLLOWELL PKWY NW ,103,English Avenue,L,33.77322,-84.41529,10,22,2016
AGG ASSAULT,162962025,10/22/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,10,22,2016
LARCENY-NON VEHICLE,162962143,10/22/2016,855 PEACHTREE ST NE,505,Midtown,E,33.778,-84.38424,10,22,2016
LARCENY-NON VEHICLE,162962156,10/22/2016,650 NORTH AVE NE,603,Old Fourth Ward,M,33.771209999999996,-84.36478000000001,10,22,2016
LARCENY-FROM VEHICLE,162962157,10/22/2016,45 BENNETT ST NW,207,,C,33.81199,-84.39425,10,22,2016
BURGLARY-RESIDENCE,162962173,10/22/2016,1000 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.707640000000005,-84.36005,10,22,2016
LARCENY-FROM VEHICLE,162962226,10/22/2016,1075 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38295,10,22,2016
LARCENY-NON VEHICLE,162962234,10/22/2016,990 PIEDMONT AVE NE,503,Midtown,E,33.78152,-84.38091,10,22,2016
AGG ASSAULT,162962337,10/22/2016,3146 REEVES CIR NW,111,,I,33.75443,-84.48975,10,22,2016
ROBBERY-COMMERCIAL,162962357,10/22/2016,1655 MEMORIAL DR SE,610,Kirkwood,O,33.74718,-84.3338,10,22,2016
AUTO THEFT,162962410,10/22/2016,1449 MOZLEY PL SW,104,Mozley Park,K,33.75138,-84.43486999999999,10,22,2016
LARCENY-FROM VEHICLE,162962418,10/22/2016,408 WOODWARD AVE SE,605,Grant Park,W,33.745940000000004,-84.37416999999999,10,22,2016
LARCENY-FROM VEHICLE,162962425,10/22/2016,1409 PEACHTREE ST NE,502,Midtown,E,33.79356,-84.38609,10,22,2016
LARCENY-FROM VEHICLE,162962479,10/22/2016,893 PEACHTREE ST NE,505,Midtown,E,33.77901,-84.38403000000001,10,22,2016
LARCENY-NON VEHICLE,162962481,10/22/2016,3330 MARTIN L KING JR DR SW,407,Adamsville,H,33.75392,-84.49736,10,22,2016
LARCENY-NON VEHICLE,162962492,10/22/2016,608 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.770920000000004,-84.35262,10,22,2016
LARCENY-FROM VEHICLE,162962510,10/22/2016,375 14TH ST NW,501,Home Park,E,33.7862,-84.39981,10,22,2016
ROBBERY-PEDESTRIAN,162962511,10/22/2016,2817 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.78028,-84.48031999999999,10,22,2016
LARCENY-FROM VEHICLE,162962654,10/22/2016,2002 LAKEWOOD WAY SW @LAKEWOOD AMP,307,Lakewood Heights,Y,33.7007,-84.39835,10,22,2016
LARCENY-FROM VEHICLE,162962670,10/22/2016,1611 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79857,-84.42605,10,22,2016
LARCENY-FROM VEHICLE,162962705,10/22/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,10,22,2016
LARCENY-FROM VEHICLE,162962721,10/22/2016,1031 PONCE DE LEON AVE NE ,602,Poncey-Highland,N,33.77369,-84.35376,10,22,2016
AUTO THEFT,162962747,10/22/2016,100 LAKEWOOD WAY SW,307,Lakewood Heights,Y,33.69921,-84.39286,10,22,2016
BURGLARY-RESIDENCE,162952680,10/22/2016,1969 BREWER BLVD SW,306,Sylvan Hills,X,33.700759999999995,-84.41226999999999,10,22,2016
LARCENY-FROM VEHICLE,162950882,10/22/2016,3136 MARTIN L KING JR DR SW,406,,I,33.75107,-84.48903,10,22,2016
LARCENY-FROM VEHICLE,162692479,10/22/2016,893 PEACHTREE ST NE,505,Downtown,M,33.74975,-84.39214,10,22,2016
LARCENY-FROM VEHICLE,162950899,10/21/2016,1925 COUNTY LINE RD SW,412,,P,33.7027,-84.53688000000001,10,21,2016
LARCENY-NON VEHICLE,162950912,10/21/2016,1634 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70965,-84.37961999999999,10,21,2016
LARCENY-FROM VEHICLE,162950922,10/21/2016,1774 NISKEY LAKE RD SW,412,,P,33.706509999999994,-84.52916,10,21,2016
AUTO THEFT,162950946,10/21/2016,40 PEACHTREE VALLEY RD NE,207,,E,33.810959999999994,-84.39145,10,21,2016
LARCENY-NON VEHICLE,162950952,10/21/2016,1248 PEACHTREE BATTLE AVE NW,201,Wesley Battle,C,33.82588,-84.42782,10,21,2016
LARCENY-NON VEHICLE,162950964,10/21/2016,3300 PEACHTREE RD NE,208,North Buckhead,B,33.84514,-84.37031,10,21,2016
LARCENY-FROM VEHICLE,162950977,10/21/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,10,21,2016
LARCENY-FROM VEHICLE,162951030,10/21/2016,270 PEACHTREE ST SW,512,Downtown,M,33.76187,-84.3882,10,21,2016
LARCENY-FROM VEHICLE,162951039,10/21/2016,4410 LAKERIDGE CIR SW,413,Lake Estates,P,33.67549,-84.53305999999999,10,21,2016
BURGLARY-RESIDENCE,162951102,10/21/2016,510 PARKER AVE SE,611,East Lake,O,33.73872,-84.30019,10,21,2016
LARCENY-FROM VEHICLE,162951105,10/21/2016,238 15TH ST NE,502,Ansley Park,E,33.78935,-84.37966999999999,10,21,2016
LARCENY-FROM VEHICLE,162951123,10/21/2016,2095 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69753,-84.4084,10,21,2016
AUTO THEFT,162951175,10/21/2016,391 17TH ST NW,501,Atlantic Station,E,33.791090000000004,-84.40088,10,21,2016
AGG ASSAULT,162951216,10/21/2016,1105 FOUNTAIN DR SW,104,Ashview Heights,T,33.75179,-84.42381999999999,10,21,2016
BURGLARY-NONRES,162951232,10/21/2016,4340 ROSWELL RD NE,209,East Chastain Park,B,33.8738,-84.38108000000001,10,21,2016
AUTO THEFT,162951263,10/21/2016,2980 JONESBORO RD SE,313,South River Gardens,Z,33.673390000000005,-84.37144,10,21,2016
LARCENY-FROM VEHICLE,162951265,10/21/2016,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561,10,21,2016
LARCENY-NON VEHICLE,162951303,10/21/2016,752 CHURCH ST NW,109,Center Hill,J,33.77491,-84.46781999999999,10,21,2016
LARCENY-NON VEHICLE,162951335,10/21/2016,2251 MARIETTA BLVD NW,201,,C,33.81831,-84.44881,10,21,2016
ROBBERY-PEDESTRIAN,162951360,10/21/2016,2737 ALTAVIEW DR SE,312,Rosedale Heights,Z,33.68005,-84.38201,10,21,2016
AGG ASSAULT,162951365,10/21/2016,49 BOULEVARD SE,604,Sweet Auburn,M,33.75253,-84.3721,10,21,2016
LARCENY-FROM VEHICLE,162951442,10/21/2016,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236,10,21,2016
AUTO THEFT,162951470,10/21/2016,2741 LAURENS CIR SW,409,Laurens Valley,R,33.70861,-84.47838,10,21,2016
LARCENY-FROM VEHICLE,162951492,10/21/2016,2115 FAULKNER RD NE,212,Lindridge/Martin Manor,F,33.81215,-84.35766,10,21,2016
LARCENY-FROM VEHICLE,162951513,10/21/2016,1700 HOWELL MILL RD NW,204,Underwood Hills,D,33.80076,-84.41623,10,21,2016
BURGLARY-RESIDENCE,162951528,10/21/2016,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937,10,21,2016
LARCENY-FROM VEHICLE,162951540,10/21/2016,725 PONCE DE LEON AVE NE ,602,Poncey-Highland,N,33.77171,-84.36341,10,21,2016
LARCENY-FROM VEHICLE,162951555,10/21/2016,1133 HUFF RD NW,203,Blandtown,D,33.78909,-84.42518000000001,10,21,2016
LARCENY-FROM VEHICLE,162951623,10/21/2016,2096 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69749,-84.40772,10,21,2016
LARCENY-NON VEHICLE,162951693,10/21/2016,514 MUSE ST SW,401,Westview,T,33.74108,-84.43334,10,21,2016
AUTO THEFT,162951699,10/21/2016,3200 MARTIN L. KING JR DR DR SW,405,,I,33.75352,-84.49535999999999,10,21,2016
LARCENY-FROM VEHICLE,162951710,10/21/2016,525 BISHOP ST NW,207,Loring Heights,E,33.79234,-84.40543000000001,10,21,2016
LARCENY-FROM VEHICLE,162951762,10/21/2016,2340 FAIRWAY CIR SW,413,Fairway Acres,P,33.68884,-84.5367,10,21,2016
LARCENY-NON VEHICLE,162951838,10/21/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,10,21,2016
LARCENY-FROM VEHICLE,162951873,10/21/2016,112 COURTLAND ST NE,510,Downtown,M,33.7574,-84.38475,10,21,2016
LARCENY-NON VEHICLE,162951910,10/21/2016,190 MARIETTA ST NW @OMNI HOTEL,507,Downtown,M,33.75757,-84.39487,10,21,2016
LARCENY-FROM VEHICLE,162951928,10/21/2016,1069 WASHITA AVE NE,602,Inman Park,N,33.76341,-84.35289,10,21,2016
LARCENY-NON VEHICLE,162951939,10/21/2016,848 SPRING ST NW,505,Midtown,E,33.777809999999995,-84.38888,10,21,2016
LARCENY-FROM VEHICLE,162952015,10/21/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.846759999999996,-84.36211999999999,10,21,2016
LARCENY-NON VEHICLE,162952075,10/21/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,10,21,2016
AGG ASSAULT,162952087,10/21/2016,2980 DELMAR LN NW,111,,I,33.75517,-84.48481,10,21,2016
LARCENY-FROM VEHICLE,162952153,10/21/2016,853 PEACHTREE ST NE,505,Midtown,E,33.777359999999994,-84.38441999999999,10,21,2016
LARCENY-FROM VEHICLE,162952197,10/21/2016,99 ELIZABETH ST NE,602,Inman Park,N,33.756879999999995,-84.35561,10,21,2016
LARCENY-FROM VEHICLE,162952229,10/21/2016,1300 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76204,-84.43066,10,21,2016
LARCENY-NON VEHICLE,162952328,10/21/2016,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65573,-84.5109,10,21,2016
BURGLARY-RESIDENCE,162952390,10/21/2016,859 HARGIS ST SE,308,Leila Valley,Z,33.68717,-84.36151,10,21,2016
BURGLARY-RESIDENCE,162952471,10/21/2016,1564 WESTWOOD AVE SW,404,Westview,T,33.73842,-84.43897,10,21,2016
RAPE,162952497,10/21/2016,418 LOVEJOY ST NW,504,Downtown,M,33.765859999999996,-84.39315,10,21,2016
LARCENY-FROM VEHICLE,162952500,10/21/2016,502 RHODES ST NW,507,Vine City,L,33.75676,-84.40394,10,21,2016
AGG ASSAULT,162952514,10/21/2016,1201 PEACHTREE ST NE @COLONY SQ 400 BLDG,502,Midtown,E,33.78751,-84.38336,10,21,2016
LARCENY-FROM VEHICLE,162952582,10/21/2016,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779,10,21,2016
LARCENY-NON VEHICLE,162952583,10/21/2016,1302 RALPH D ABERNATHY BLVD SW,402,West End,T,33.73858,-84.43033,10,21,2016
LARCENY-NON VEHICLE,162952587,10/21/2016,200 EDGEWOOD AVE NE,510,Downtown,M,33.754509999999996,-84.38094,10,21,2016
LARCENY-FROM VEHICLE,162952666,10/21/2016,2238 BROWNS MILL RD SE,310,Lakewood,Z,33.69207,-84.37358,10,21,2016
ROBBERY-PEDESTRIAN,162952667,10/21/2016,648 GILLETTE AVE SW,301,Adair Park,V,33.73263,-84.40901,10,21,2016
BURGLARY-RESIDENCE,162952716,10/21/2016,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51321999999999,10,21,2016
LARCENY-NON VEHICLE,162952733,10/21/2016,200 PEYTON PL SW,405,Harland Terrace,I,33.7499,-84.47534,10,21,2016
AGG ASSAULT,162952742,10/21/2016,20 BROWNLEE RD NW,111,Adamsville,H,33.75571,-84.50016,10,21,2016
AGG ASSAULT,162952765,10/21/2016,1482 MONTEEL DR NW,113,Monroe Heights,G,33.79545,-84.4835,10,21,2016
BURGLARY-RESIDENCE,162952768,10/21/2016,1058 RIDGE AVE SW,304,Peoplestown,V,33.7262,-84.39163,10,21,2016
BURGLARY-RESIDENCE,162952770,10/21/2016,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644,10,21,2016
AGG ASSAULT,162952792,10/21/2016,3450 FORREST PARK RD,313,South River Gardens,Z,33.66061,-84.35549,10,21,2016
LARCENY-FROM VEHICLE,162952979,10/21/2016,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,10,21,2016
LARCENY-FROM VEHICLE,162952993,10/21/2016,3830 PRINCETON LAKES PKWY SW;,414,Princeton Lakes,P,33.65639,-84.51271,10,21,2016
LARCENY-FROM VEHICLE,162953051,10/21/2016,1770 PEACHTREE ST NW,207,Brookwood,E,33.80231,-84.39322,10,21,2016
LARCENY-NON VEHICLE,162953155,10/21/2016,1225 CAROLINE ST NE ,609,Edgewood,O,33.75605,-84.34813,10,21,2016
BURGLARY-RESIDENCE,162953184,10/21/2016,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.753809999999994,-84.47425,10,21,2016
LARCENY-FROM VEHICLE,162953202,10/21/2016,3660 CAMP CREEK PKWY SW;,414,Princeton Lakes,P,33.65486,-84.50787,10,21,2016
AGG ASSAULT,162953243,10/21/2016,259 FENNEL WAY SW,407,Wilson Mill Meadows,H,33.755390000000006,-84.51675999999999,10,21,2016
AUTO THEFT,162953275,10/21/2016,137 17TH ST NE,502,Ansley Park,E,33.79289,-84.38199,10,21,2016
LARCENY-FROM VEHICLE,162953289,10/21/2016,752 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76157,-84.36258000000001,10,21,2016
AGG ASSAULT,162953309,10/21/2016,1566 AVON AVE SW,408,Venetian Hills,S,33.72225,-84.43909000000001,10,21,2016
LARCENY-FROM VEHICLE,162953310,10/21/2016,1005 HEMPHILL AVE NW,501,Home Park,E,33.7822,-84.40438,10,21,2016
LARCENY-FROM VEHICLE,162953314,10/21/2016,214 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.81392,-84.39454,10,21,2016
AGG ASSAULT,162953434,10/21/2016,1148 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.7632,-84.42509,10,21,2016
LARCENY-FROM VEHICLE,162953445,10/21/2016,JAMES JACKSON PKWY NW / BOLTON RD NW,203,Riverside,D,33.81069,-84.47537,10,21,2016
LARCENY-FROM VEHICLE,162953473,10/21/2016,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051,10,21,2016
LARCENY-FROM VEHICLE,162953502,10/21/2016,710 BERKELEY AVE NW,207,Berkeley Park,D,33.797290000000004,-84.41135,10,21,2016
BURGLARY-RESIDENCE,162950376,10/21/2016,1285 LOCKWOOD DR SW,403,Venetian Hills,S,33.72016,-84.43905,10,21,2016
ROBBERY-PEDESTRIAN,162950419,10/21/2016,232 7TH ST NE,505,Midtown,E,33.7783,-84.37952,10,21,2016
AUTO THEFT,162950476,10/21/2016,880 GLENWOOD AVE SE,606,Grant Park,W,33.739909999999995,-84.35916999999999,10,21,2016
AGG ASSAULT,162950490,10/21/2016,595 RALPH D ABERNATHY BLVD SW,303,Pittsburgh,V,33.73796,-84.40706999999999,10,21,2016
BURGLARY-NONRES,162950772,10/21/2016,207 13TH ST NE,503,Midtown,E,33.78518,-84.38053000000001,10,21,2016
LARCENY-FROM VEHICLE,162950787,10/21/2016,832 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74147,-84.31222,10,21,2016
AUTO THEFT,162950802,10/21/2016,720 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77276,-84.41089000000001,10,21,2016
BURGLARY-RESIDENCE,162950808,10/21/2016,3725 LANDAU LN SW,412,Cascade Green,P,33.71427,-84.50371,10,21,2016
BURGLARY-NONRES,162950809,10/21/2016,222 PIEDMONT AVE NE,509,Downtown,M,33.760529999999996,-84.38280999999999,10,21,2016
LARCENY-FROM VEHICLE,162950839,10/21/2016,1791 LAKE COVE DR SW,412,Niskey Cove,P,33.70897,-84.52722,10,21,2016
AUTO THEFT,162950862,10/21/2016,1327 PEACHTREE ST NE,502,Midtown,E,33.79099,-84.38525,10,21,2016
AGG ASSAULT,162950877,10/21/2016,398 BOULEVARD NE,603,Old Fourth Ward,M,33.76538,-84.37204,10,21,2016
AUTO THEFT,162933220,10/20/2016,3221 MARTIN L KING JR DR NW,111,,I,33.75284,-84.49256,10,20,2016
AUTO THEFT,162941623,10/20/2016,2789 GLENLOCKE GROVE CT NW,113,Monroe Heights,G,33.79744,-84.48151,10,20,2016
LARCENY-FROM VEHICLE,162941647,10/20/2016,1814 PEACHTREE ST NW,207,Ardmore,E,33.80444,-84.39381999999999,10,20,2016
LARCENY-NON VEHICLE,162941664,10/20/2016,1820 MARIETTA BLVD NW,203,Hills Park,D,33.80431,-84.43779,10,20,2016
LARCENY-NON VEHICLE,162941694,10/20/2016,1360 WESTMONT RD SW,403,Venetian Hills,S,33.71818,-84.43741,10,20,2016
LARCENY-FROM VEHICLE,162941759,10/20/2016,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244,10,20,2016
BURGLARY-RESIDENCE,162941770,10/20/2016,3000 STONE HOGAN CONN SW,411,Greenbriar,R,33.674240000000005,-84.49696999999999,10,20,2016
BURGLARY-RESIDENCE,162941841,10/20/2016,2718 LOGHAVEN DR NW,112,Collier Heights,I,33.760040000000004,-84.47681999999999,10,20,2016
AUTO THEFT,162941860,10/20/2016,1327 BOYD AVE NW,203,Blandtown,D,33.791,-84.41891,10,20,2016
LARCENY-FROM VEHICLE,162941922,10/20/2016,1005 BALDWIN ST SW,104,Ashview Heights,T,33.74647,-84.42057,10,20,2016
LARCENY-NON VEHICLE,162941925,10/20/2016,1349 W PEACHTREE ST NE,502,Midtown,E,33.79162,-84.3874,10,20,2016
AGG ASSAULT,162941936,10/20/2016,2380 METROPOLITAN PKWY SW,309,Perkerson,X,33.68998,-84.40808,10,20,2016
LARCENY-NON VEHICLE,162942077,10/20/2016,1948 CONRAD AVE,307,Lakewood Heights,Y,33.70082,-84.38132,10,20,2016
AGG ASSAULT,162942175,10/20/2016,1960 PERKERSON RD SW,306,Sylvan Hills,X,33.70089,-84.4177,10,20,2016
LARCENY-NON VEHICLE,162942187,10/20/2016,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.846759999999996,-84.36211999999999,10,20,2016
BURGLARY-NONRES,162942234,10/20/2016,2707 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.77774,-84.47583,10,20,2016
LARCENY-FROM VEHICLE,162942241,10/20/2016,2119 BENT CREEK WAY SW,410,Campbellton Road,R,33.70148,-84.46659,10,20,2016
LARCENY-NON VEHICLE,162942303,10/20/2016,120 ANDERSON AVE NW,112,Dixie Hills,J,33.75734,-84.45478,10,20,2016
AGG ASSAULT,162942311,10/20/2016,195 FAIRBURN RD NW,111,Adamsville,H,33.76072,-84.50421,10,20,2016
LARCENY-FROM VEHICLE,162942347,10/20/2016,472 LORIDANS DR NE,209,North Buckhead,B,33.87226,-84.37209,10,20,2016
